title,link,date,content
"Video Viral, Pengendara RX-King Dihukum Dengarkan Suara Motor Sendiri",https://otomotif.kompas.com/read/2024/12/19/062200415/video-viral-pengendara-rx-king-dihukum-dengarkan-suara-motor-sendiri,19 Desember 2024,"JAKARTA, KOMPAS.com - Beredar di media sosial video mengenai para pengendara sepeda motor Yamaha RX-King dihukum untuk mendengarkan raungan mesin motor dari knalpot yang memekakkan telinga. Dalam video yang diunggah akun Instagram, Cetul_22 ada sejumlah orang yang berjongkok dan disuruh mendengarkan raungan suara motornya sendiri. ""VIRAL! Pemotor yg Suka Geber2 Knalpot Bising ini diminta mendengarkan suara knalpot mereka sendiri oleh Anggota TNI seperti tampak dalam Video berikut,"" tulis keterangan video dikutip, Kamis (19/12/2024). Video tersebut mendapat banyak reaksi dati netizen. Mayoritas mendukung aksi itu karena banyak yang terganggu dengan suara nyaring knalpot motor apalagi ketika ""digeber-geber"". Menanggapi video tersebut tersebut, Budiyanto, pemerhati masalah transportasi dan hukum, mengatakan, tindakan tersebut terkesan keras, tapi tujuannya untuk mendidik masyarakat. ""Kita negara hukumm apabila ada permasalahan yang berkaitan dengan perbuatan hukum, wajib diselesaikan secara hukum, tidak boleh dengan cara-cara kekerasan,"" kata Budiyanto kepada Kompas.com, Rabu (18/12/2024). ""Banyaknya netizen yang mendukung atas tindakan tersebut mungkin masyarakat sudah gerah melihat tingkah laku pemotor yang menggunakan knalpot sambil menggeber-geber,"" katanya.   ""Tapi sekali lagi, tindakan kekerasan tidak dibenarkan kecuali mungkin masih dalam koridor edukasi atau mendidik misal push up yang penting tidak berlebihan. Tindakan secara berlebihan bisa menimbulkan cedera yang saya kira kurang tepat,"" ujarnya. Budiyanto menilai cara paling tepat agar pengendara motor jera ialah dengan melakukan penyitaan kendaraan yang tertuang dalam PP No 80 tahun 2012 mengenai Tata Cara Pemeriksaan Kendaraan Bermotor Di Jalan Dan Penindakan Pelanggaran Lalu Lintas Dan Angkutan Jalan, Pasal 32 Ayat 6. ""Setelah keputusan dari pengadilan dan kendaraan akan dikembalikan ke pemiliknya perintahkan untuk mengganti knalpot yang standar,"" katanya. ""Untuk mengikat pengendara motor tersebut, pengadilan bisa memerintahkan mereka untuk membuat pernyataan sepihak tidak akan mengulangi perbuatan tersebut,"" kata Budiyanto. "
"Longsor di Wonosobo, Rumah dan 3 Sepeda Motor Tertimbun Material",https://regional.kompas.com/read/2024/12/17/210728378/longsor-di-wonosobo-rumah-dan-3-sepeda-motor-tertimbun-material,17 Desember 2024,"WONOSOBO, KOMPAS.com - Hujan deras dengan intensitas tinggi selama kurang lebih lima jam menyebabkan tanah longsor di Kampung Jembarsari, Kelurahan Kejiwan, Kecamatan Wonosobo, Selasa (17/12/2024) pukul 16.30 WIB. Kejadian ini mengakibatkan tanah urukan serta senderan setinggi sekitar tujuh meter dan panjang sekitar 50 meter longsor. Kepala BPBD Kabupaten Wonosobo, Dudy Wardoyo, mengatakan, longsor tersebut berdampak pada satu rumah huni. Selain itu, tiga sepeda motor turut tertimbun material longsor. ""Tanah longsor menimpa bagian samping rumah milik Bapak Wayanto dan menimbun tiga sepeda motor miliknya di RT 006 RW 002 Kampung Mangli, Kelurahan Kejiwan,"" ujar Dudy Wardoyo, dalam keterangan resminya, pada Selasa. Selain itu, material longsor juga menutup aliran Kali Jembarsari, sehingga air tidak bisa mengalir. Akibat tertutupnya aliran irigasi tersebut, sejumlah rumah terancam terkena luapan irigasi. ""Kali Jembarsari tertutup material longsor, menyebabkan aliran air terhambat dan berisiko meluap ke pemukiman,"" tambah Dudy Wardoyo. Meskipun tidak ada korban jiwa maupun luka dalam kejadian ini, kerugian material diperkirakan mencapai Rp 95.000.000. ""Kerugian cukup signifikan karena tiga sepeda motor tertimbun dan rumah huni terkena longsor,"" ungkap Dudy Wardoyo. Saat ini, tanah yang masih bergerak juga mengancam rumah warga lainnya. Sehingga penghuni rumah sementara diamankan ke tempat yang lebih aman. BPBD Kabupaten Wonosobo telah melakukan berbagai upaya untuk menangani dampak bencana ini, termasuk asesmen, evakuasi warga terdampak ke tempat aman, koordinasi dengan pihak terkait, serta himbauan kepada warga untuk selalu waspada. ""Kami telah mengimbau warga terdampak dan terdekat untuk mencari tempat yang lebih aman guna mengantisipasi longsor susulan,"" kata Dudy Wardoyo. "
"Video Viral, Pemotor Mengantuk Kemudian Tampar Diri Sendiri",https://otomotif.kompas.com/read/2024/12/14/090200015/video-viral-pemotor-mengantuk-kemudian-tampar-diri-sendiri,14 Desember 2024,"JAKARTA, KOMPAS.com – Mengantuk adalah hal yang wajar. Namun, mengantuk saat mengendarai sepeda motor sangat berbahaya. Dengan konsentrasi yang menurun, risiko kecelakaan menjadi semakin tinggi. Pada video yang viral di media sosial memperlihatkan seorang pengendara sepeda motor yang tampak menampar diri sendiri beberapa kali, diduga untuk mengusir rasa kantuk. Dalam video yang diunggal akun Instagram, indoviral8, pengendara tersebut sedang berada di sisi kanan jalan satu arah. Karena jalan sedang macet, dia kemudian melepas helm dan menampar dirinya sendiri. ""Ngantuk saat berkendara seorang driver membangunkan dirinya sendiri????????,"" tulis keterangan video dikutip, Sabtu (14/12/2024). Meski terkesan ekstrem cara tersebut mungkin efektif buat pengendara tersebut. Namun menurut Head of Safety Riding promotion Wahana Agus Sani, ada cara yang lebih ""tidak menyakitkan."" Agus menjelaskan bahwa awal penyebab kantuk karena kelelahan dan kurang oksigen yang salah satunya disebabkan aliran darah tak lancar.    “Cara untuk menghilangkan kantuk yaitu dengan istirahat dan minum air mineral. Kemudian bisa lakukan olah tubuh (pemanasan),” kata Agus kepada Kompas.com, belum lama ini. Agus mengatakan, untuk menyegarkan badan dilakukan bisa dengan melakukan peregangan ringan pada bagian-bagian lutut, tangan, dan bahu agar aliran darah kembali lancar. “Jangan lupa untuk membuka helm agar lebih enak peregangannya. Untuk mencegah ngantuk saat berkendara yaitu melakukan pemanasan sebelum riding dan cukup istirahat,” ucap Agus.  "
Kapan Waktu Tepat Menguras Tangki BBM Sepeda Motor?,https://otomotif.kompas.com/read/2024/12/12/190100215/kapan-waktu-tepat-menguras-tangki-bbm-sepeda-motor-,12 Desember 2024,"JAKARTA, KOMPAS.com – Bagi para pemilik sepeda motor, perawatan rutin menjadi kunci utama agar kendaraan tetap awet dan performanya tetap optimal. Salah satu aspek yang sering terlupakan namun sangat penting adalah menguras tangki bahan bakar minyak (BBM). Walaupun tampak sepele, perawatan tangki memiliki dampak besar terhadap kondisi sepeda motor dalam jangka panjang.   Reza Resdie, Technical Service Division PT Astra Honda Motor, mengatakan, pada dasarnya tidak ada waktu rekomendasi untuk menguras tangki BBM sepeda motor. “Kami tidak ada rekomendasi secara periodik. Tapi sarannya begini, para pengguna diharapkan untuk datang ke bengkel resmi sesuai periodical maintenance yang kami anjurkan dalam setahun,” ujar Reza, kepada Kompas.com belum lama ini. “Buat PCX 160 misalnya dalam setahun tiga kali, di 1.000 Km, 6.000 Km, dan kelipatannya. Tujuannya untuk melihat kondisi motor masih prima atau tidak,” kata dia.  Walaupun demikian, Reza mengatakan, kuras tangki BBM dianjurkan buat motor yang lebih sering diparkir atau jarang dipakai. “Motor yang sudah lama dipakai tapi tidak dikuras tangki bahan bakarnya. Jadi bahan bakarnya sudah mengendap lama dan bisa basi,” kata Reza. “Bahan bakar yang basi itu mempercepat kerusakan fuel pump. Karena kualitasnya akan turun dan dia tidak lagi bisa dipakai sebagai bahan bakar,” ujarnya. "
Pria di Jembrana Ditemukan Tewas Terimpit Motor di Selokan,https://denpasar.kompas.com/read/2024/12/11/095155278/pria-di-jembrana-ditemukan-tewas-terimpit-motor-di-selokan,11 Desember 2024,"KOMPAS.com - Seorang pria ditemukan tewas terimpit sepeda motor di selokan pinggir jalan di Banjar Tengah, Desa Yeh Kuning, Kecamatan Jembrana, Kabupaten Jembrana, Provinsi Bali. Mayat tersebut teridentifikasi sebagai I Putu Partama (37), warga Banjar Tegal Asih, Desa Batuagung. Kapolsek Jembrana, Ipda I Ngurah Agus Dwi Widyatmika, mengungkapkan bahwa mayat korban ditemukan oleh seorang warga setempat, I Ketut Tastra (67), Selasa (10/12/2024) sore sekitar pukul 16.00 Wita. ""Penyebab korban meninggal dunia di lokasi kejadian masih dalam penyelidikan kami,"" ungkapnya melalui pesan singkat pada Rabu (11/12/2024). Menurut keterangan Tastra, saat dalam perjalanan pulang, ia melihat benda berwarna merah yang menghalangi aliran air di selokan. Setelah mendekat untuk memeriksa, ia menemukan sepeda motor matik yang menimpa tubuh manusia. Tastra segera menghubungi Bhabinkamtibmas Desa Yeh Kuning untuk melaporkan penemuan tersebut. Petugas kepolisian yang tiba di lokasi langsung mengamankan tempat kejadian perkara (TKP) dan meminta keterangan dari beberapa warga sekitar. Salah satu saksi, Putu Juniasa (34), menyatakan bahwa ia mendengar suara benturan keras dari arah TKP sekitar pukul 00.30 Wita, namun tidak mendatangi lokasi karena mengira suara tersebut berasal dari orang yang menutup toko. Kapolsek menambahkan, meskipun ada kecurigaan bahwa mayat tersebut adalah korban kecelakaan, pihak kepolisian masih melanjutkan penyelidikan untuk mengungkap penyebab pasti kematian korban. "
"AHM Luncurkan New Honda PCX 160, Harga Tembus Rp 40 Jutaan",https://otomotif.kompas.com/read/2024/12/06/103449415/ahm-luncurkan-new-honda-pcx-160-harga-tembus-rp-40-jutaan,6 Desember 2024,"JAKARTA, KOMPAS.com - PT Astra Honda Motor (AHM) meluncurkan model terbaru, yaitu New Honda PCX 160. Skutik bongsor ini mengalami pembaruan dari desain dan fitur. Susumu Mitsuishi, Presiden Direktur PT AHM, mengatakan, pihaknya berkomitmen untuk terus berinovasi dalam memenuhi permintaan konsumen. ""Banyak dari mereka yang menginginkan berkendara nyaman bersama produk yang menghadirkan kemewahan dan kecanggihan, serta memberikan kebanggaan saat dikendarai,"" ujar Mitsuishi di Cikarang, Jumat (6/12/2024). Secara tampilan, ubahan utama terlihat di bagian bodi sampai ke lampu. Bodinya kini lebih agresif, serta bagian setang yang telanjang kini ditutup cover, seperti di Honda Forza.   New Honda PCX 160 memiliki fitur lebih banyak. Paling mencolok di bagian klaster instrumen memakai model TFT 5 inci yang bisa terhubung dengan telepon pintar. Honda menyebut sistemnya dengan nama RoadSync. Dari bagian kaki-kaki, skutik bongsor ini pakai sokbreker belakang model tabung yang menjanjikan performa dan kenyamanan lebih baik. Thomas Wijaya, Executive Vice President Director AHM, mengatakan, Honda PCX saat ini sudah masuk generasi kelima. ""Kami berikan total penyegaran secara menyeluruh dari sisi desain dan fitur,"" ucap Thomas.   Sebagai informasi, New Honda PCX 160 tersedia dalam tiga varian utama. Tipe CBS jadi model termurah yang dibanderol Rp 33,750 juta. Kemudian tipe ABS seharga Rp 37,750 juta, dan tipe ABS RoadSync seharga Rp 40,350 juta. "
"Indonesia Ekspor Kerupuk, Sambal hingga Sepeda Listrik ke AS dan Eropa",https://money.kompas.com/read/2024/12/04/153600726/indonesia-ekspor-kerupuk-sambal-hingga-sepeda-listrik-ke-as-dan-eropa,4 Desember 2024,"JAKARTA, KOMPAS.com - Menteri Perdagangan RI Budi Santoso melepas produk ekspor berupa kerupuk dan sambal produksi PT Sekar Laut, Sidoarjo, Jawa Timur, pada Selasa (3/12/2024). Produk kerupuk dan sambal sebanyak 14 kontainer dengan nilai 452 ribu dollar AS atau setara Rp 7,2 miliar itu diekspor ke Amerika Serikat dan negara-negara Eropa. “Diterimanya produk PT Sekar Laut ke berbagai negara membuktikan bahwa PT Sekar Laut konsisten berinovasi dan beradaptasi. Dua hal ini menjadi kunci dalam merespons perubahan tren global dan menyesuaikan strategi agar tetap relevan dengan dinamika pasar,” kata Mendag Budi usai melepas ekspor, dikutip dari keterangan tertulis, Rabu (4/12/2024). Budi mengapresiasi jajaran PT Sekar Laut yang terus berinovasi dan mendukung pemerintah meningkatkan ekspor produk makanan olahan. “Perjalanan sukses PT Sekar Laut dapat menjadi contoh bagi UMKM (usaha mikro kecil menengah) lain agar berani berinovasi dan terus membawa produk mereka untuk beradaptasi dengan kebutuhan pasar global,"" kata Budi. Adapun PT Sekar Laut berangkat dari industri rumahan skala usaha UMKM. Kini, UMKM tersebut telah berkembang menjadi skala industri dan bisa ekspor. Mendag mengatakan, permintaan global untuk produk kerupuk udang dan sambal terus meningkat. Kondisi ini disebabkan oleh peningkatan tren konsumen yang mencari makanan otentik dan bernilai budaya dari berbagai negara. “Makanan khas Indonesia ini memiliki daya tarik karena keragaman cita rasanya yang kaya, di samping meningkatnya preferensi konsumen terhadap produk berbasis rempah alami,” kata Mendag Budi. Pada hari yang sama, Budi melepas ekspor produk sepeda listrik karya anak bangsa, PT Insera Sena, di Sidoarjo. Nilai ekspor sepeda listrik bermerek Polygon Kalosi tersebut mencapai 500 ribu dollar AS atau setara Rp 7,8 miliar. “Ekspor produk sepeda listrik ini merupakan bukti nyata kemampuan industri Indonesia dalam upaya hilirisasi. Indonesia menunjukkan kemampuannya memproduksi produk berteknologi tinggi dan menciptakan nilai tambah dalam memenuhi permintaan di pasar global,” kata Mendag Budi. Budi mengklaim, sebagian besar komponen utama sepeda listrik yang diekspor berasal dari dalam negeri dan dirakit oleh PT Insera Sena. “Pelepasan ekspor sepeda listrik ini luar biasa karena merepresentasikan produk karya anak bangsa. Sepeda listrik dari Indonesia semakin menunjukkan kekuatan produk sepeda kita yang telah banyak lalu-lalang digowes di jalanan mancanegara,” ucap Budi. Budi juga mengatakan, pencapaian ekspor sepeda ini tercipta berkat sinergi perwakilan perdagangan RI di luar negeri dengan PT Insera Sena. "
"[POPULER PROPERTI] Mulai 8 Desember, Uji Coba Sepeda Non-lipat Masuk LRT Jabodebek Berlaku",https://www.kompas.com/properti/read/2024/12/03/080000521/-populer-properti-mulai-8-desember-uji-coba-sepeda-non-lipat-masuk-lrt,3 Desember 2024,"JAKARTA, KOMPAS.com - LRT Jabodebek akan memulai uji coba penerapan aturan baru terkait membawa sepeda standar (sepeda non-lipat) ke dalam kereta pada akhir pekan yang dijadwalkan mulai 8 Desember 2024. Manager Public Relations LRT Jabodebek Mahendro Trang Bawono menyampaikan, uji coba ini ditujukan untuk memastikan kesiapan aturan sebelum diberlakukan secara penuh pada perjalanan akhir pekan dan hari libur nasional di masa mendatang. ""Uji coba ini merupakan langkah awal kami untuk mengakomodasi pengguna sepeda standar di LRT Jabodebek, khususnya di akhir pekan. Dengan aturan ini, kami ingin memastikan kenyamanan dan keamanan perjalanan pengguna tanpa mengurangi kelancaran operasional LRT,"" ujarnya dikutip dari laman KAI, Senin (2/12/2024). Artikel ini menjadi terpopuler dalam kanal Properti Kompas.com, Selasa (3/12/2024). Ketentuannya ada di sini Diuji Coba 8 Desember, Penumpang LRT Jabodebek Boleh Bawa Sepeda Non-Lipat PT Jasa Marga (Persero) Tbk akan mengoperasikan tiga jalan tol secara fungsional pada momentum libur Natal 2024 dan Tahun Baru 2025. ""Ada tiga ruas tol Jasa Marga Group yang disiapkan untuk dapat difungsionalkan selama libur Nataru guna mendukung pelayanan libur Nataru secara optimal,"" ujar Direktur Pengembangan Usaha Jasa Marga M Agus Setiawan, dikutip dari laman resmi Jasa Marga, Senin (2/12/2024). Tiga jalan tol tersebut, yakni Tol Jogja-Solo Segmen Klaten-Prambanan, Tol Probolinggo-Banyuwangi Segmen Gending-Kraksaan, dan Tol Jakarta-Cikampek II Selatan dari Sadang hingga Kutanegara berdasarkan diskresi Kepolisian. Selengkapnya baca di sini Tol Japek II Selatan, Klaten-Prambanan, dan Gending-Kraksaan Bisa Dilintasi Saat Nataru Menteri Koordinator Bidang Infrastruktur dan Pembangunan Kewilayahan (IPK) Agus Harimurti Yudhoyono (AHY) mengatakan, butuh dana besar untuk memperkuat tanggul pantai utara (Pantura) Jakarta sepanjang 46 kilometer. ""Tanggulnya harus diperkuat dan ditinggikan,"" kata AHY saat ditemui usai rapat dengan Badan Anggaran (Banggar) DPR RI di Kompleks Parlemen, Jakarta, Senin (2/12/2024). Menurutnya, bila tanggul eksisting tersebut tidak diperkuat, maka akan membahayakan keselamatan masyarakat pesisir. Selanjutnya baca di sini Butuh Dana Jumbo Rp 164 Triliun, Tanggul Laut Jakarta Dijajakan ke Investor "
"Mobil Tabrak Sepeda Motor di Seturan Jogja, Korban Terseret 20 Meter",https://yogyakarta.kompas.com/read/2024/11/28/154302178/mobil-tabrak-sepeda-motor-di-seturan-jogja-korban-terseret-20-meter,28 November 2024,"YOGYAKARTA, KOMPAS.com - Sebuah kecelakaan lalu lintas terjadi di daerah Seturan, Kabupaten Sleman pada Kamis (28/11/2024), melibatkan seorang pengendara motor yang ditabrak mobil dan terseret sejauh sekitar 20 meter. Informasi mengenai peristiwa ini pertama kali diunggah di media sosial X oleh akun @merapi_uncover pada pukul 02.20 WIB. Kanit Laka Satlantas Polresta Sleman, AKP Mulyanto mengonfirmasi bahwa kecelakaan tersebut terjadi pada pukul 02.30 WIB di Jalan Seturan, Depok, Kabupaten Sleman. ""Kejadian jam 2.30 WIB di Jalan Seturan, Depok, Kabupaten Sleman,"" ungkapnya melalui chat WhatsApp pada Kamis (28/11/2024). Pengendara sepeda motor, MZR (20) dari Majalengka, Jawa Barat, menjadi korban dalam insiden ini. Dalam kecelakaan ini, satu unit mobil yang dikendarai oleh IME (21) asal Wirobrajan, Kota Yogyakarta, menabrak sepeda motor yang sedang diperbaiki di pinggir jalan. Mulyanto menjelaskan, saat kejadian, mobil melaju dengan kecepatan sedang. ""Karena jarak terlalu dekat dan tidak dapat menguasai laju kendaraan, mobil menabrak sepeda motor dan pengendaranya sehingga terseret dan berhenti sekitar 20 meter,"" jelasnya. Akibat kecelakaan tersebut, MZR mengalami luka-luka dan saat ini dirawat di Rumah Sakit JIH. ""Mengalami luka betis sobek, nyeri bagian punggung,"" tambah Mulyanto. Kerusakan pada kendaraan juga dilaporkan, di mana sepeda motor mengalami kerusakan pada knalpot dan sepatbor belakang yang patah. Sementara itu, mobil mengalami kerusakan pada bumper depan yang pecah, kap depan penyok, dan lampu depan kiri yang mati. ""Kerugian materi sekitar Rp 5.000.000,"" pungkasnya. "
"Masih Ada Bara Api, Damkar Lakukan Pendinginan di Pabrik ""Sparepart"" Sepeda Listrik Semarang yang Terbakar",https://regional.kompas.com/read/2024/11/22/094214078/masih-ada-bara-api-damkar-lakukan-pendinginan-di-pabrik-sparepart-sepeda,22 November 2024,"SEMARANG, KOMPAS.com - Bara api di di lokasi kebakaran pabrik sparepart sepeda listrik di Kota Semarang, Jawa Tengah masih menyebar di beberapa titik. Saat ini Tim Pemadam Kebakaran Kota Semarang masih berupaya melakukan pendinginan di lokasi gudang terbakar di kawasan industri Terboyo. Sekretaris Pemadam Kebakaran Kota Semarang, Ade Bhakti mengatakan api tidak lagi berkobar, tapi masih ada bara. Sehingga timnya masih melakukan proses pendinginan hingga pukul 08.30 WIB. ""Belum padam, masih pendinginan, ada bara,"" kata Ade saat dikonfirmasi, Jumat (22/11/2024). Dia mengungkapkan banyak obyek yang mudah terbakar dalam insiden kebakaran di gudang milik PT Roda Pasifik Mandiri. Mulai dari ban karet, body sepeda, hingga tinner. Menurut Ade, itu menyebabkan kebakaran menjadi cukup awet sejak awal ditemukan api pada 16.16 WIB Kamis (21/11/2024) kemarin. Bahkan sempat terdengar bunyi ledakan saat pemadaman kebakaran semalam. ""Yang terbakar ada ban karet, body plastik, cat, tinner. Baterai-baterai aman. Ledakan di bagian tinner beberapa kali,"" ungkap dia. Mengatasi hal ity, sejumlah 80 petugas damkar diterjunkan. Dia juga meminta bantuan mobil pemadam dari Kendal, Kabupaten Semarang, dan Demak. ""80 personel diturunkan. Itu belum dari PDAM, DPU, Perkim, BPBD, relawan, dan lainnya,"" lanjut dia. Sebelumnya diberitakan, Kebakaran hebat di sebuah pabrik sparepart sepeda dan sepeda listrik di Kawasan Industri Terboyo, Kota Semarang, Jawa Tengah, Kamis sejak sore. Pantauan Kompas.com, belasan mobil pemadam kebakaran beserta puluhan petugas masih terus memadamkan api di lokasi kejadian. Beberapa unit berlalu lalang keluar masuk untuk bergantian usai mengisi tangki air. Belum diketahui pasti penyebab kebakaran. Namun polisi sempat mendapat informasi ada percikan api di atap tembok sisi utara sebelum api menyebar. "
"Gagal ""Nyalip"", Warga Jember Tewas Terlindas Truk Tronton",https://surabaya.kompas.com/read/2024/11/20/132717178/gagal-nyalip-warga-jember-tewas-terlindas-truk-tronton,20 November 2024,"JEMBER, KOMPAS.com - Nafisatul Fitriah (24), warga Desa Curahkalong, Kecamatan Bangsalsari, Kabupaten Jember, Jawa Timur, tewas setelah mengalami kecelakaan di Jalan Brawijaya, Kelurahan Mangli, Kecamatan Kaliwates pada Rabu (20/11/2024). Kasatlantas Polres Jember AKP Achmad Fahmi Adiatma menjelaskan kecelakaan tersebut melibatkan sepeda motor Honda Scoopy bernomor polisi P 5088 HT dan truk tronton Hino bernomor polisi N 8976 UK. Menurut dia, kronologi kecelakaan berawal saat truk Hino yang dikendarai oleh Susilo (35), warga Kabupaten Malang, melaju dari arah barat ke timur. Sementara sepeda motor Scoopy yang dikendarai oleh Dwi Novita (20) dengan membonceng Nafisatul Fitriah melaju dari arah barat ke timur. ""Sesampainya di tempat kejadian, di depan Mitra Tani, sepeda motor menyalip truk dari sisi kiri,"" kata dia pada Kompas.com via telepon. Saat menyalip dari sisi kiri, lanjut dia, sepeda motor tersebut berpapasan dengan motor lain yang melaju dari arah berlawanan. Akhirnya, motor Honda Scoopy itu menghindar ke kanan dan membentur sisi kiri kendaraan truk Hino. Akibatnya, Nafisatul Fitriah yang dibonceng terjatuh hingga terlindas kendaraan tersebut. ""Korban meninggal dunia di tempat kejadian dengan kondisi perut hancur,"" jelas dia. Sedangkan Dwi Novita mengalami patah kaki sebelah kanan dan langsung dibawa ke RSU Kaliwates untuk mendapatkan perawatan. Fahmi menduga kecelakaan tersebut terjadi karena kelalaian pengendara motor Honda Scoopy yang mendahului kendaraan lain melewati sisi kiri. Sebab, sisi sebelah itu kurang cukup ruang gerak sehingga mengakibatkan kecelakaan. "
"Gasak Sepeda Motor Milik Pencari Rumput, Pencuri di Brebes Babak Belur Dihajar Massa",https://regional.kompas.com/read/2024/11/12/225410778/gasak-sepeda-motor-milik-pencari-rumput-pencuri-di-brebes-babak-belur,12 November 2024,"BREBES, KOMPAS.com - Seorang pemuda bernama Viansyah (27) menjadi korban amuk massa setelah tertangkap tangan mencuri sepeda motor milik Dasyono (54), seorang pencari rumput, di Desa Tembongraja, Kecamatan Salem, Kabupaten Brebes, Jawa Tengah, pada Selasa (12/11/2024). Pelaku nekat membawa kabur sepeda motor Honda Supra 125 bernomor polisi G-4324-PR milik korban. Namun, baru beberapa kilometer mengendarai motor tersebut, Viansyah berhasil diadang oleh warga setempat dan menjadi bulan-bulanan. Kepala Kepolisian Sektor (Polsek) Salem, Iptu Edi Mardiyanto, menjelaskan bahwa awalnya Dasyono pergi ke ladang untuk mencari rumput di Desa Tembongraja. Ia meninggalkan sepeda motornya di pinggir jalan. ""Setelah kembali ke tempat parkir, ia mendapati sepeda motornya hilang,"" ujarnya kepada wartawan, Selasa.   Dasyono sempat menanyakan kepada orang-orang di sekitar lokasi kejadian mengenai keberadaan sepeda motornya. Namun, ia disarankan untuk segera melapor ke polisi. Tak lama kemudian, seorang warga mencurigai Viansyah yang mengendarai sepeda motor sesuai dengan ciri-ciri motor yang hilang. Warga yang curiga kemudian mengejar dan mengadang pelaku hingga akhirnya melakukan pemukulan. ""Pelaku sudah diamankan oleh warga dan memang sempat diamuk,"" kata Edi. Untuk menghindari amukan massa yang semakin meluas, pelaku dibawa ke kantor polisi menggunakan mobil bak terbuka milik warga setempat, dengan tangan dan kaki terikat. Warga juga mengantar pelaku ke Mapolsek Banjarharjo, yang lebih dekat dengan lokasi kejadian, sebelum akhirnya dibawa ke Polsek Salem. ""Pelaku saat ini masih kami periksa untuk dimintai keterangan dan rencananya malam ini, pelaku akan kami bawa ke Mapolres Brebes guna pemeriksaan lebih lanjut,"" pungkas dia. "
"Ulah Maling di Apartemen Cempaka Putih, Curi Sepeda Rp 75 Juta, Dijual Rp 12 Juta",https://megapolitan.kompas.com/read/2024/11/12/05143921/ulah-maling-di-apartemen-cempaka-putih-curi-sepeda-rp-75-juta-dijual-rp,12 November 2024,"JAKARTA, KOMPAS.com - Seorang pria berinisial F (29) mencuri satu unit sepeda di salah satu apartemen kawasan Cempaka Putih, Jakarta Pusat, Jumat (25/10/2024). Tidak main-main, pelaku menggasak sepeda bermerek Moulton SST 22 Shimano 105 Flat Bar-Black seharga Rp 75 juta. Kasubdit Jatanras Ditreskrimum Polda Metro Jaya AKBP Rovan Richard Mahenu mengungkapkan, F merupakan spesialis pencurian sepeda bernilai ekonomis tinggi di sejumlah apartemen. Peristiwa bermula saat korban memarkirkan sepedanya di salah satu tempat parkiran sepeda pada apartemen tersebut usai berolahraga. Tak lama kemudian, korban menerima laporan sekitar pukul 16.00 WIB bahwa sepedanya sudah tidak ada di tempat kejadian perkara (TKP). “Setelah mendapat informasi dari saksi, korban melihat ke parkiran TKP tersebut dan benar sepeda pelapor sudah tidak ada di TKP diduga dicuri oleh orang yang tidak dikenal,” ujar Rovan dalam keterangannya, Senin (11/11/2024). Atas kejadian ini, korban melaporkan ke Polsek Cempaka Putih untuk penyelidikan lebih lanjut. Berbekal dari laporan itu, polisi mendatangi TKP, mengecek CCTV, dan mengambil keterangan korban. “Dari hasil serangkaian penyelidikan, tim mendapatkan petunjuk bahwa pelaku merupakan residivis spesialis pencurian sepeda di apartemen dan beberapa lokasi lain,” kata Rovan. Setelah beberapa hari, polisi mengarah ke lokasi pelaku yang tengah berada di salah satu penginapan di Burangrang, Lengkong, Kota Bandung, Jawa Barat. “Tim menuju daerah Bandung dan mengamankan pelaku beserta barang bukti pada Rabu, 6 November 2024 pukul 16.30 WIB,” ucap dia. Sebelum ditangkap, F berencana mencuri sepeda mewah lagi di salah satu apartemen daerah Surabaya, Jawa Timur. Berdasarkan hasil pemeriksaan, F mengakui sudah melancarkan aksinya di beberapa tempat, seperti Tangerang, Jakarta dan Bandung, dengan jumlah TKP lebih dari 10. F juga merupakan residivis dua kali dalam kasus serupa. F pun mengungkapkan alasannya selalu menyasar apartemen untuk melancarkan aksi pencurian sepeda mewah “Pengamanannya kurang (kalau di apartemen),” ungkap F dalam unggahan Instagram @jatanraspoldametrojaya, dikutip Kompas.com, Senin. Sementara, dari hasil kejahatan mencuri sepeda senilai Rp 75 juta di apartemen Cempaka Putih, F menjualnya dengan harga jauh lebih rendah. “Saya tawarkan Rp 15 juta, ternyata beraninya Rp 12 juta,” ucap F. "
