tag,title,link,date
komunitas-sepeda,"Pakai Motor Listrik untuk Jarak Jauh, Perhatikan Hal Ini",https://otomotif.kompas.com/read/2023/07/23/180100615/pakai-motor-listrik-untuk-jarak-jauh-perhatikan-hal-ini,23 Juli 2023
komunitas-sepeda,"Uji Kekuatan Motor Listrik, Komunitas Ini Touring Sejauh 130 Km",https://otomotif.kompas.com/read/2023/07/23/170100915/uji-kekuatan-motor-listrik-komunitas-ini-touring-sejauh-130-km,23 Juli 2023
komunitas-sepeda,"Kumpulkan Komunitas Sepeda Motor Se-DIY, Rivan A Purwantono Sampaikan Pesan Penting Ini",https://nasional.kompas.com/read/2023/07/07/15155261/kumpulkan-komunitas-sepeda-motor-se-diy-rivan-a-purwantono-sampaikan-pesan,7 Juli 2023
komunitas-sepeda,Komunitas Sepeda Brompton Gelar IDC3 Bali International Challenge,https://bola.kompas.com/read/2023/04/18/13000028/komunitas-sepeda-brompton-gelar-idc3-bali-international-challenge,18 April 2023
komunitas-sepeda,"Booming Saat Pandemi, Tren Bersepeda Masih Hype di Tahun 2023?",https://lifestyle.kompas.com/read/2023/01/12/044031420/booming-saat-pandemi-tren-bersepeda-masih-hype-di-tahun-2023,12 Januari 2023
komunitas-sepeda,Pemprov DKI Jakarta Terima Penghargaan Kota Ramah Sepeda Se-Indonesia,https://megapolitan.kompas.com/read/2021/12/21/16293951/pemprov-dki-jakarta-terima-penghargaan-kota-ramah-sepeda-se-indonesia,21 Desember 2021
komunitas-sepeda,"Inisiasi Collabonation Jogja Bersatu Bagi Berkah, IM3 Ooredoo dan Komunitas Sepeda Bantu Para Seniman",https://biz.kompas.com/read/2021/11/02/101602728/inisiasi-collabonation-jogja-bersatu-bagi-berkah-im3-ooredoo-dan-komunitas,2 November 2021
komunitas-sepeda,"Viral Foto Pemotor Acungkan Jari Tengah ke Rombongan Pesepeda, Ini Kata Komunitas Sepeda",https://www.kompas.com/tren/read/2021/05/30/113000265/viral-foto-pemotor-acungkan-jari-tengah-ke-rombongan-pesepeda-ini-kata,30 Mei 2021
komunitas-sepeda,"Kasus Covid-19 di Sintang Kalbar Meningkat, Bermula dari Klaster Komunitas Sepeda dan Perkantoran",https://regional.kompas.com/read/2021/04/20/194018878/kasus-covid-19-di-sintang-kalbar-meningkat-bermula-dari-klaster-komunitas,20 April 2021
komunitas-sepeda,"Usulan Road Bike Keluar Jalur Sepeda, Dinilai Mengganggu dan Timbulkan Kecemburuan Komunitas Lainnya",https://megapolitan.kompas.com/read/2021/03/28/08573981/usulan-road-bike-keluar-jalur-sepeda-dinilai-mengganggu-dan-timbulkan,28 Maret 2021
komunitas-sepeda,Muncul Klaster Covid-19 Komunitas Sepeda dan Pegawai BPN di Sintang Kalbar,https://regional.kompas.com/read/2021/03/26/130528778/muncul-klaster-covid-19-komunitas-sepeda-dan-pegawai-bpn-di-sintang-kalbar,26 Maret 2021
komunitas-sepeda,"Menikah dengan Karlie Fu, Ikke Nurjanah Awal Ketemu di Komunitas Sepeda",https://www.kompas.com/hype/read/2021/03/03/131618366/menikah-dengan-karlie-fu-ikke-nurjanah-awal-ketemu-di-komunitas-sepeda,3 Maret 2021
komunitas-sepeda,Komunitas Sepeda Gowes 500 Km Selama 24 Jam Menuju Solo untuk Promosikan Wisata Banyuwangi,https://regional.kompas.com/read/2020/12/27/09400081/komunitas-sepeda-gowes-500-km-selama-24-jam-menuju-solo-untuk-promosikan,27 Desember 2020
komunitas-sepeda,Komunitas Sepeda Gunung NTB Gelar Upacara di Bukit Cacing,https://regional.kompas.com/read/2020/08/17/12490731/komunitas-sepeda-gunung-ntb-gelar-upacara-di-bukit-cacing,17 Agustus 2020
komunitas-sepeda,Komunitas Sepeda Rayakan Hari Jadi dengan Gowes Serentak secara Online,https://www.kompas.com/sports/read/2020/07/20/03500028/komunitas-sepeda-rayakan-hari-jadi-dengan-gowes-serentak-secara-online,20 Juli 2020
komunitas-sepeda,"Rombongan Pesepeda Menggowes dalam Kafe, Ini Kata Komunitas Sepeda Lipat Semarang",https://regional.kompas.com/read/2020/06/13/07300081/rombongan-pesepeda-menggowes-dalam-kafe-ini-kata-komunitas-sepeda-lipat,13 Juni 2020
komunitas-sepeda,"Promosikan KA Galunggung, PT KAI Gandeng Komunitas Sepeda Lipat Gowes Keliling Tasik",https://regional.kompas.com/read/2019/01/12/13410501/promosikan-ka-galunggung-pt-kai-gandeng-komunitas-sepeda-lipat-gowes,12 Januari 2019
komunitas-sepeda,Komunitas Sepeda Lipat Meriahkan Sepeda Nusantara di Bantaeng,https://bola.kompas.com/read/2018/11/25/19223788/komunitas-sepeda-lipat-meriahkan-sepeda-nusantara-di-bantaeng,25 November 2018
komunitas-sepeda,"Gowes Bareng Komunitas Sepeda, Cara Polri Kampanyekan Pemilu Damai",https://nasional.kompas.com/read/2018/11/04/10303171/gowes-bareng-komunitas-sepeda-cara-polri-kampanyekan-pemilu-damai,4 November 2018
komunitas-sepeda,Wahana Tularkan Ilmu Modifikasi ke Komunitas,https://otomotif.kompas.com/read/2018/07/02/174200615/wahana-tularkan-ilmu-modifikasi-ke-komunitas,2 Juli 2018
komunitas-sepeda,"Diperiksa KPK, Leroy Osmani Mengaku Satu Komunitas Sepeda dengan Emirsyah Satar",https://nasional.kompas.com/read/2018/03/16/15204561/diperiksa-kpk-leroy-osmani-mengaku-satu-komunitas-sepeda-dengan-emirsyah,16 Maret 2018
komunitas-sepeda,"Tingkatkan Jumlah Pesepeda, Pemkot Surakarta Rangkul Komunitas Sepeda",https://regional.kompas.com/read/2018/02/26/16061361/tingkatkan-jumlah-pesepeda-pemkot-surakarta-rangkul-komunitas-sepeda,26 Februari 2018
komunitas-sepeda,"Komunitas Sepeda Minta Sandiaga Kampanyekan ""Jakarta Sahabat Sepeda""",https://megapolitan.kompas.com/read/2018/02/14/07453431/komunitas-sepeda-minta-sandiaga-kampanyekan-jakarta-sahabat-sepeda,14 Februari 2018
komunitas-sepeda,"Komunitas Sepeda Minta DKI Tidak Memindahkan Monumen ""Ghost Bike""",https://megapolitan.kompas.com/read/2018/02/13/20543901/komunitas-sepeda-minta-dki-tidak-memindahkan-monumen-ghost-bike,13 Februari 2018
komunitas-sepeda,Ramai-ramai Menentang Pembatasan Sepeda Motor,https://www.otomania.com/read/2017/09/06/170029530/ramai-ramai-menentang-pembatasan-sepeda-motor,6 September 2017
komunitas-sepeda,Komunitas Sepeda Motor Listrik Viar Terbentuk,https://www.otomania.com/read/2017/08/05/180200830/komunitas-sepeda-motor-listrik-viar-terbentuk,5 Agustus 2017
komunitas-sepeda,Kumpul Komunitas Yamaha di Sirkuit Sentul,https://www.otomania.com/read/2017/07/18/100500330/kumpul-komunitas-yamaha-di-sirkuit-sentul,18 Juli 2017
komunitas-sepeda,VRCI Tanamkan Keselamatan Berkendara untuk Anggota,https://www.otomania.com/read/xml/2017/07/02/150500630/vrci.tanamkan.keselamatan.berkendara.untuk.anggota,2 Juli 2017
komunitas-sepeda,Komunitas Biker Razia “Geng Motor” Bolehkah?,https://otomotif.kompas.com/read/xml/2017/06/20/150200715/komunitas.biker.razia.geng.motor.bolehkah.,20 Juni 2017
komunitas-sepeda,Komunitas Sportster Indonesia Berbagi di Bulan Ramadan,https://www.otomania.com/read/xml/2017/06/15/030500030/komunitas.sportster.indonesia.berbagi.di.bulan.ramadan,15 Juni 2017
komunitas-sepeda,Cara NGK Rayakan Ramadhan dengan Komunitas Motor,https://www.otomania.com/read/xml/2017/06/13/103500430/cara.ngk.rayakan.ramadhan.dengan.komunitas.motor,13 Juni 2017
komunitas-sepeda,"Ojek Online Pakai RX King, Pria Ini Dicari Komunitas RX King",https://www.otomania.com/read/xml/2017/06/05/093309530/ojek.online.pakai.rx.king.pria.ini.dicari.komunitas.rx.king,5 Juni 2017
komunitas-sepeda,Komunitas CB150R Turing Wisata Bahari ke Cilacap,https://www.otomania.com/read/xml/2017/05/31/100500230/komunitas.cb150r.turing.wisata.bahari.ke.cilacap,31 Mei 2017
komunitas-sepeda,Komunitas Sepeda Timor Leste Ikut GPN,https://olahraga.kompas.com/read/xml/2017/05/13/18095171/komunitas.sepeda.timor.leste.ikut.gpn.,13 Mei 2017
komunitas-sepeda,Komunitas Sepeda Timor Leste Ikut GPN,https://olahraga.kompas.com/read/xml/2017/05/13/18095171/komunitas.sepeda.timor.leste.ikut.gpn.,13 Mei 2017
komunitas-sepeda,Loyalis Honda Revo Padati Kota Surabaya,https://www.otomania.com/read/xml/2017/05/08/190500630/loyalis.honda.revo.padati.kota.surabaya,8 Mei 2017
komunitas-sepeda,"Loyalis Moge Tebar Virus ""Safety Riding""",https://www.otomania.com/read/xml/2017/04/01/172100130/loyalis.moge.tebar.virus.safety.riding.,1 April 2017
komunitas-sepeda,Komunitas Cafe Racer Turut Tertib Berlalu Lintas,https://www.otomania.com/read/xml/2017/03/26/141500530/komunitas.cafe.racer.turut.tertib.berlalu.lintas,26 Maret 2017
komunitas-sepeda,Serunya Kumpul Komunitas Otomania [VIDEO],https://www.otomania.com/read/xml/2017/03/26/135203030/serunya.kumpul.komunitas.otomania.video.,26 Maret 2017
komunitas-sepeda,"Komunitas JBI Anti-motor ""Bodong""",https://www.otomania.com/read/xml/2017/03/26/100500730/komunitas.jbi.anti-motor.bodong.,26 Maret 2017
komunitas-sepeda,Ketika Komunitas Sepeda Motor Bikin Tim Balap,https://otomotif.kompas.com/read/xml/2015/11/25/082300715/Ketika.Komunitas.Sepeda.Motor.Bikin.Tim.Balap,25 November 2015
komunitas-sepeda,Pemudik Komunitas Sepeda Motor Dikawal hingga Perbatasan Jakarta,https://megapolitan.kompas.com/read/xml/2015/07/13/11482901/Pemudik.Komunitas.Sepeda.Motor.Dikawal.hingga.Perbatasan.Jakarta,13 Juli 2015
komunitas-sepeda,Ini Ajang Balapan Komunitas Sepeda Motor Sport,https://www.otomania.com/read/xml/2015/05/28/183958130/Ini.Ajang.Balapan.Komunitas.Sepeda.Motor.Sport,28 Mei 2015
komunitas-sepeda,Komunitas Sepeda Denpasar Lakukan Cabut Paku di Hari Libur Imlek,https://regional.kompas.com/read/xml/2015/02/19/22511221/Komunitas.Sepeda.Denpasar.Lakukan.Cabut.Paku.di.Hari.Libur.Imlek,19 Februari 2015
komunitas-sepeda,"Milagro, Komunitas Sepeda yang Menelurkan Atlet",https://olahraga.kompas.com/read/xml/2014/11/15/14162401/Milagro.Komunitas.Sepeda.yang.Menelurkan.Atlet,15 November 2014
komunitas-sepeda,Komunitas Sepeda di Gorontalo Sambut Rombongan Jelajah Sepeda,https://olahraga.kompas.com/read/xml/2014/08/21/20590731/Komunitas.Sepeda.di.Gorontalo.Sambut.Rombongan.Jelajah.Sepeda,21 Agustus 2014
komunitas-sepeda,Komunitas Sepeda Siap Bantu Jokowi Distribusikan Bantuan Banjir,https://megapolitan.kompas.com/read/xml/2013/11/22/1022050/Komunitas.Sepeda.Siap.Bantu.Jokowi.Distribusikan.Bantuan.Banjir,22 November 2013
sewa-sepeda,Peraturan Sewa Sepeda Listrik hingga ATV di Menoreh View Kulon Progo,https://travel.kompas.com/read/2024/12/08/080800427/peraturan-sewa-sepeda-listrik-hingga-atv-di-menoreh-view-kulon-progo,8 Desember 2024
sewa-sepeda,"Keliling Hamparan Persawahan di Menoreh View, Ini Harga Sewa Sepeda hingga ATV",https://travel.kompas.com/read/2024/12/06/160400027/keliling-hamparan-persawahan-di-menoreh-view-ini-harga-sewa-sepeda-hingga-atv,6 Desember 2024
sewa-sepeda,"Daftar Harga Sewa Kendaraan Listrik di TMII Terbaru, mulai Rp 25.000",https://travel.kompas.com/read/2024/11/12/190500327/daftar-harga-sewa-kendaraan-listrik-di-tmii-terbaru-mulai-rp-25.000,12 November 2024
sewa-sepeda,Polisi: 11 Anak di Bogor Dicabuli Saat Sewa Sepeda Listrik,https://megapolitan.kompas.com/read/2024/05/28/13314851/polisi-11-anak-di-bogor-dicabuli-saat-sewa-sepeda-listrik,28 Mei 2024
sewa-sepeda,"Pria di Bogor Cabuli 11 Anak di Bawah Umur, Korban Diiming-imingi Tambahan Waktu Sewa Sepeda Listrik",https://megapolitan.kompas.com/read/2024/05/28/13093751/pria-di-bogor-cabuli-11-anak-di-bawah-umur-korban-diiming-imingi-tambahan,28 Mei 2024
sewa-sepeda,"5 Atraksi di Kiara Artha Park di Bandung yang Wajib Dicoba, Ada Sepeda",https://travel.kompas.com/read/2024/03/27/151300727/5-atraksi-di-kiara-artha-park-di-bandung-yang-wajib-dicoba-ada-sepeda,27 Maret 2024
sewa-sepeda,Transit di Singapura Bisa Sewa Sepeda Gratis ke Marina Bay,https://travel.kompas.com/read/2023/11/14/125300227/transit-di-singapura-bisa-sewa-sepeda-gratis-ke-marina-bay,14 November 2023
sewa-sepeda,"Larang Kendaraan Pribadi, TMII Sewakan Sepeda Listrik Rp 70.000 Per 30 Menit",https://megapolitan.kompas.com/read/2023/09/04/14124721/larang-kendaraan-pribadi-tmii-sewakan-sepeda-listrik-rp-70000-per-30,4 September 2023
sewa-sepeda,Syarat dan Tarif Sewa Sepeda Listrik untuk Berkeliling di TMII,https://megapolitan.kompas.com/read/2023/09/04/11333931/syarat-dan-tarif-sewa-sepeda-listrik-untuk-berkeliling-di-tmii,4 September 2023
sewa-sepeda,"4 Tips Naik Sepeda Ontel di Kota Tua Jakarta, Siapkan Uang Tunai",https://travel.kompas.com/read/2023/08/18/134036027/4-tips-naik-sepeda-ontel-di-kota-tua-jakarta-siapkan-uang-tunai,18 Agustus 2023
sewa-sepeda,"7 Aktivitas di Kota Tua Jakarta, dari Naik Ontel hingga Kulineran",https://travel.kompas.com/read/2023/08/10/083237927/7-aktivitas-di-kota-tua-jakarta-dari-naik-ontel-hingga-kulineran,10 Agustus 2023
sewa-sepeda,"Naik Sepeda Ontel di Kota Tua Jakarta, Bayar Pakai Uang Non-Tunai",https://travel.kompas.com/read/2023/08/09/220900527/naik-sepeda-ontel-di-kota-tua-jakarta-bayar-pakai-uang-non-tunai,9 Agustus 2023
sewa-sepeda,Pedal Sepeda Listrik Sewaan Banyak yang Dicopot,https://otomotif.kompas.com/read/2023/07/29/160200115/pedal-sepeda-listrik-sewaan-banyak-yang-dicopot,29 Juli 2023
sewa-sepeda,"Penyewaan Sepeda Listrik di Bogor, Marak Dipakai Bocah",https://otomotif.kompas.com/read/2023/07/29/082200015/penyewaan-sepeda-listrik-di-bogor-marak-dipakai-bocah,29 Juli 2023
sewa-sepeda,"Naik Gunung Telomoyo Bisa Sewa Sepeda Motor, Ini Harganya",https://travel.kompas.com/read/2023/07/09/150300927/naik-gunung-telomoyo-bisa-sewa-sepeda-motor-ini-harganya,9 Juli 2023
sewa-sepeda,"Dukung Green Tourism, Rodalink Buka Layanan Sewa Sepeda",https://lifestyle.kompas.com/read/2023/04/21/125820920/dukung-green-tourism-rodalink-buka-layanan-sewa-sepeda,21 April 2023
sewa-sepeda,"Cara Menyewa Sepeda di TMII, Hanya Rp 25.000 Per Jam",https://megapolitan.kompas.com/read/2023/03/19/14463101/cara-menyewa-sepeda-di-tmii-hanya-rp-25000-per-jam,19 Maret 2023
sewa-sepeda,"Larangan Wisman Sewa Sepeda Motor di Bali, Nila Setitik Rusak Susu Sebelanga",https://travel.kompas.com/read/2023/03/16/183100627/larangan-wisman-sewa-sepeda-motor-di-bali-nila-setitik-rusak-susu-sebelanga,16 Maret 2023
sewa-sepeda,Serunya Keliling Kebun Binatang Ragunan Naik Sepeda,https://travel.kompas.com/read/2023/03/10/160700027/serunya-keliling-kebun-binatang-ragunan-naik-sepeda,10 Maret 2023
sewa-sepeda,"3 Tips Sewa Sepeda di Kebun Binatang Ragunan, Jangan Lupa Bawa KTP",https://travel.kompas.com/read/2023/03/10/063800627/3-tips-sewa-sepeda-di-kebun-binatang-ragunan-jangan-lupa-bawa-ktp,10 Maret 2023
sewa-sepeda,Harga Sewa Sepeda di Kebun Binatang Ragunan 2023,https://travel.kompas.com/read/2023/03/08/213600927/harga-sewa-sepeda-di-kebun-binatang-ragunan-2023,8 Maret 2023
sewa-sepeda,Apakah ke Ragunan Boleh Bawa Sepeda Pribadi?,https://travel.kompas.com/read/2023/03/08/181024927/apakah-ke-ragunan-boleh-bawa-sepeda-pribadi,8 Maret 2023
sewa-sepeda,"Wisata di Setu Babakan Bisa Sewa Sepeda Listrik, Tarif mulai Rp 20.000",https://travel.kompas.com/read/2023/02/07/170700327/wisata-di-setu-babakan-bisa-sewa-sepeda-listrik-tarif-mulai-rp-20.000,7 Februari 2023
sewa-sepeda,"Dishub DKI Klaim Ada 4 Operator Berminat Gantikan ""Gowes"" Jadi Operator Sewa Sepeda Listrik di Ibu Kota",https://megapolitan.kompas.com/read/2022/12/26/20300051/dishub-dki-klaim-ada-4-operator-berminat-gantikan-gowes-jadi-operator,26 Desember 2022
sewa-sepeda,"Tips Keliling Karimunjawa, Bisa Sewa Sepeda Motor",https://travel.kompas.com/read/2022/09/19/090748327/tips-keliling-karimunjawa-bisa-sewa-sepeda-motor,19 September 2022
sewa-sepeda,Harga Sewa Sepeda dan Skuter di Kebun Raya Bali,https://travel.kompas.com/read/2022/09/02/193700827/harga-sewa-sepeda-dan-skuter-di-kebun-raya-bali,2 September 2022
sewa-sepeda,"Usaha Sewa Sepeda Onthel di Kota Tua Jakarta Penuh Risiko, Pernah Dibawa Kabur Wisatawan",https://travel.kompas.com/read/2021/11/16/150300627/usaha-sewa-sepeda-onthel-di-kota-tua-jakarta-penuh-risiko-pernah-dibawa-kabur,16 November 2021
sewa-sepeda,"Kota Tua Jakarta Sempat Tutup, Pelaku Usaha Sewa Sepeda Ontel Jadi Kuli",https://travel.kompas.com/read/2021/11/16/140209527/kota-tua-jakarta-sempat-tutup-pelaku-usaha-sewa-sepeda-ontel-jadi-kuli,16 November 2021
sewa-sepeda,"Cerita Pasutri Sukses Usaha Sewa Sepeda Saat Pandemi Covid-19, Untung Rp 5 Juta Per Bulan",https://regional.kompas.com/read/2020/09/01/11003921/cerita-pasutri-sukses-usaha-sewa-sepeda-saat-pandemi-covid-19-untung-rp-5,1 September 2020
sewa-sepeda,"Layanan Baru, Sewa Sepeda Brompton Rp 19.000 per Hari",https://lifestyle.kompas.com/read/2020/08/13/192617520/layanan-baru-sewa-sepeda-brompton-rp-19000-per-hari,13 Agustus 2020
sewa-sepeda,Pemprov DKI Akan Sediakan Layanan Bike Sharing di Tempat Umum,https://megapolitan.kompas.com/read/2019/10/18/22561231/pemprov-dki-akan-sediakan-layanan-bike-sharing-di-tempat-umum,18 Oktober 2019
sewa-sepeda,"Satu Bulan Jadi Penyedia Jasa Sepeda Listrik, Wawan Untung Rp 1 Juta",https://megapolitan.kompas.com/read/2019/10/18/17123131/satu-bulan-jadi-penyedia-jasa-sepeda-listrik-wawan-untung-rp-1-juta,18 Oktober 2019
sewa-sepeda,"Di Himeji Jepang, Ada Sewa Sepeda Gratis untuk Berwisata",https://travel.kompas.com/read/2018/03/08/203000727/di-himeji-jepang-ada-sewa-sepeda-gratis-untuk-berwisata,8 Maret 2018
sewa-sepeda,Mau Sewa Sepeda di Bandung? Begini Caranya,https://regional.kompas.com/read/xml/2017/07/11/09323161/mau.sewa.sepeda.di.bandung.begini.caranya,11 Juli 2017
sewa-sepeda,Sewa Sepeda Bandung Mulai Dioperasikan,https://regional.kompas.com/read/xml/2017/07/11/08460711/sewa.sepeda.bandung.mulai.dioperasikan,11 Juli 2017
sewa-sepeda,"5 Berita Terpopuler, Sewa Sepeda Rp 800 Juta hingga Teroris ISIS Mati Diterkam Babi",https://internasional.kompas.com/read/xml/2017/04/26/08015131/5.berita.terpopuler.sewa.sepeda.rp.800.juta.hingga.teroris.isis.mati.diterkam.babi,26 April 2017
sewa-sepeda,"Sewa Sepeda 20 Menit, Pria Ini Ditagih Hampir Rp 800 Juta",https://internasional.kompas.com/read/xml/2017/04/25/16132471/sewa.sepeda.20.menit.pria.ini.ditagih.hampir.rp.800.juta,25 April 2017
sepeda-onthel,"Polisi Bubarkan Balap Sepeda Onthel di Probolinggo, Ini Alasannya...",https://regional.kompas.com/read/2025/03/10/124259178/polisi-bubarkan-balap-sepeda-onthel-di-probolinggo-ini-alasannya,10 Maret 2025
sepeda-onthel,"Zaeni Miftah, Wakil Bupati Kebumen yang Setia Mengayuh Sepeda Onthel Saat Berangkat Kerja ke Kantor",https://regional.kompas.com/read/2025/02/27/102046878/zaeni-miftah-wakil-bupati-kebumen-yang-setia-mengayuh-sepeda-onthel-saat,27 Februari 2025
sepeda-onthel,"Kisah Suyanta, Dulu Kuliah Pakai Sepeda Onthel 40 Km Kini Guru Besar UGM",https://www.kompas.com/edu/read/2024/08/07/154408571/kisah-suyanta-dulu-kuliah-pakai-sepeda-onthel-40-km-kini-guru-besar-ugm,7 Agustus 2024
sepeda-onthel,"Jelang MXGP di Selaparang, Para Pebalap Diarak Naik Sepeda Onthel dan Praje",https://regional.kompas.com/read/2024/06/28/201110978/jelang-mxgp-di-selaparang-para-pebalap-diarak-naik-sepeda-onthel-dan-praje,28 Juni 2024
sepeda-onthel,"Ruangan SMP Negeri 1 Ungaran Jadi Museum, Ada Mesin Ketik, Sepeda Onthel, hingga Telepon Engkol",https://regional.kompas.com/read/2022/08/28/042648778/ruangan-smp-negeri-1-ungaran-jadi-museum-ada-mesin-ketik-sepeda-onthel,28 Agustus 2022
sepeda-onthel,"Motor Pertama Suzuki, Punya Wujud Mirip Sepeda Onthel",https://otomotif.kompas.com/read/2022/06/29/100200415/motor-pertama-suzuki-punya-wujud-mirip-sepeda-onthel,29 Juni 2022
sepeda-onthel,"Jadi Korban Tabrak Lari, Pengendara Sepeda Ontel di Tuban Ditemukan Tergeletak Bersimbah Darah",https://surabaya.kompas.com/read/2022/06/13/134121978/jadi-korban-tabrak-lari-pengendara-sepeda-ontel-di-tuban-ditemukan,13 Juni 2022
sepeda-onthel,"Ketika Dua Bule Belanda ""Ngontel"" di Pedesaan Sentolo, Kulon Progo...",https://travel.kompas.com/read/2022/06/02/150600127/ketika-dua-bule-belanda-ngontel-di-pedesaan-sentolo-kulon-progo,2 Juni 2022
sepeda-onthel,"Sebelum Pandemi, Paket Gowes Onthel ke Museum Bahari Jakarta Ramai Peminat",https://travel.kompas.com/read/2021/11/16/191300227/sebelum-pandemi-paket-gowes-onthel-ke-museum-bahari-jakarta-ramai-peminat,16 November 2021
sepeda-onthel,"Usaha Sewa Sepeda Onthel di Kota Tua Jakarta Penuh Risiko, Pernah Dibawa Kabur Wisatawan",https://travel.kompas.com/read/2021/11/16/150300627/usaha-sewa-sepeda-onthel-di-kota-tua-jakarta-penuh-risiko-pernah-dibawa-kabur,16 November 2021
sepeda-onthel,"Cerita Iwan, Gowes Sepeda Ontel Purwokerto-Lubang Buaya Peringati Hari Kesaktian Pancasila",https://megapolitan.kompas.com/read/2021/10/01/07402191/cerita-iwan-gowes-sepeda-ontel-purwokerto-lubang-buaya-peringati-hari,1 Oktober 2021
sepeda-onthel,"Petani Naik Sepeda Onthel Tewas Akibat Tabrak Lari, Terpental Masuk Kali, Polisi Cari Pemilik Mobil",https://regional.kompas.com/read/2021/08/30/160120078/petani-naik-sepeda-onthel-tewas-akibat-tabrak-lari-terpental-masuk-kali,30 Agustus 2021
sepeda-onthel,"Daftar Pilkada Solo, Gibran-Teguh Naik Sepeda Onthel dan Pakai Baju Lurik",https://regional.kompas.com/read/2020/09/04/17025041/daftar-pilkada-solo-gibran-teguh-naik-sepeda-onthel-dan-pakai-baju-lurik,4 September 2020
